label,duration,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,file,strain
flat,0.0517,,,,,,,40500,40500,40500,40500,40500,40500,,,40000,40500,40500,40000,40000,,40000,40000,40000,40000,40000,40000,40000,39500,40000,40000,,40000,40000,,40000,39500,39500,39500,39500,39500,39500,39500,39000,39000,39500,39000,39000,39000,,,T0000085,SD
flat,0.0783,52700,53200,53200,53700,53700,53700,53200,,53200,52700,52700,52700,52200,52200,52200,51700,51700,51700,51700,51200,51200,51200,51200,50700,50700,50200,50200,50200,49800,49800,,,,,,,,,,,,48300,48300,,,48800,48800,,49300,,T0000085,SD
flat,0.0696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0721,,,44900,,44900,44900,44400,,,,,,,,,,,,,,,,,,41500,41000,41000,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0655,,,53200,53200,52700,52200,52200,51700,,50700,50700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50200,,,,,,51200,51700,51700,,,52200,52200,52200,T0000085,SD
flat,0.0609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.1044,,,,,,,39500,,,,,,,,,,,,,39000,,,,,,,,,,,,,,,,,,,,,,,,,39500,,,,,,T0000085,SD
flat,0.0768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80500,,,,,,,81000,81000,81000,,81500,81500,81500,82000,82000,82500,,,,,,T0000085,SD
flat,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42900,42900,,,,,,,,,T0000085,SD
flat,0.0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39500,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0619,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,80000,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0747,,,,,,,,,,,,41500,,,,,41500,,41500,,,,,,,,,,,,41900,41900,,,,,,,43900,,44400,44900,44900,45800,,46300,46800,46800,46800,,T0000085,SD
short,0.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0276,,,,,,,,,,,,,,48300,,,,,,,,,,,,,47300,47300,,,,,,,,,,,,,,,,,,,,,45800,,T0000085,SD
flat,0.0793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.1116,,,,,,,,,,,,,,,,,83400,,83000,,82500,82500,82000,82000,81500,81500,,,,,,,,,,,,82000,,82000,,,,,,,,,,,T0000085,SD
flat,0.0358,43900,43900,43900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat-z,0.086,44400,,,,,,,,,,,,,,,,,,,,,,,,,,39500,39500,39500,39000,,39000,39000,,,,38500,38500,,38500,,39000,39500,39000,39000,,39000,,39500,,T0000085,SD
flat,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0803,,,,,,,,,,,,,,,,81500,,,,,,39500,39500,39500,39500,39000,39000,39500,39000,39000,39000,39000,39500,39500,39500,39500,39000,39500,39500,39500,,39500,,,,,,,,,T0000085,SD
flat,0.0389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0296,,,,,,,,,,,,,,,,,,,,,,42400,41900,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat-z,0.0593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0977,,43900,43900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat-z,0.0522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0179,54100,54100,53700,53700,53700,53700,54100,54100,54100,54100,,,54100,,,,,,,55100,54600,54600,54600,54600,54600,54600,55100,54600,55100,55100,54600,,,,,,,,,,55600,,,,,,,,,,T0000085,SD
flat,0.0317,,52700,52700,52700,52700,52200,52200,52200,52200,52200,52200,51700,51700,51700,51700,51700,51700,51700,51200,50700,51200,50700,50700,50700,50700,50700,50200,50200,50200,50200,50200,49800,50200,49800,49800,49800,49800,49800,49300,49300,49300,49300,49300,,,,,,,,T0000085,SD
flat,0.0921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
step up,0.0343,,,,,,,40500,,40500,40500,41000,41000,40500,41000,,,,,,,,,,,,53200,52700,53200,52700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,,,,,,,T0000085,SD
flat,0.067,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,40500,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40000,40500,40500,40500,40500,40000,40000,,,40000,,,,,,,,,,,T0000085,SD
flat,0.0783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42400,42400,42400,42400,,41900,41900,41900,41900,,,,41500,41500,41500,41000,,T0000085,SD
flat-z,0.2094,,46800,46800,46300,42900,41900,41500,41000,,40000,,40000,40500,40500,,41500,41500,41000,,,,41000,41000,41500,,,,,,,,,,,,,,,,40500,41000,41000,41000,,40000,39500,,39500,,,T0000085,SD
flat,0.1909,41000,41500,42400,42400,42400,42400,42400,41900,41500,41500,41000,40500,40000,40000,40000,40000,40000,40000,40000,40500,40500,41000,41000,40500,41000,41000,41000,40500,40500,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,39000,T0000085,SD
flat,0.2206,39500,40000,,39500,,39000,,38500,38500,38500,,,,,,,,,,39500,40000,39500,39500,39500,39500,39500,,39500,39500,39500,40000,40000,40500,40500,41000,41500,41500,41500,41900,41500,41500,41500,41500,41000,41000,40500,40000,39500,38500,,T0000085,SD
flat,0.1172,40000,,40000,40000,40000,40000,39500,,,,39500,39500,39500,39500,40000,39500,39500,40000,40000,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,,,40500,40500,41000,40500,40500,40500,40500,40500,40500,40500,,,40000,40000,40000,40000,40000,41000,,T0000085,SD
flat,0.1111,,40500,40500,40500,40500,40000,,40000,40000,82500,39500,39500,39500,39000,39000,39000,,39000,,82000,38500,38500,39000,39000,39000,39000,39000,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,,T0000085,SD
flat,0.1269,,,,,,,,,41900,41900,41900,41500,41500,41500,81000,40500,40000,,,,40000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,41000,41000,,T0000085,SD
flat,0.0988,,,,,,,,,,,,,,41000,41000,40500,40500,40500,40500,40000,40000,40000,40000,39500,39500,,39000,39000,38500,,,,38500,,,,,,,,,38500,,,,,,,,,T0000085,SD
flat,0.1402,,41500,41500,41500,41500,41000,41000,,40000,40500,40000,40000,40000,,39500,39500,39500,39500,39500,40000,40000,39500,40000,40000,39500,40500,40000,40000,39500,39500,40000,,39500,38500,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.1408,50700,,40500,40000,,,,,,,,,,,,39500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat-z,0.1684,,,,,,46800,46300,46300,,,,,43400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39500,,,T0000085,SD
flat-z,0.108,,,,,,,45800,45800,45800,,,44900,43900,43400,42900,42400,41900,41500,41000,,,,40500,,,,,,,,,,,,,,,,,41900,,,,,,,,,,,T0000085,SD
flat-z,0.0967,,,,,,,47300,,,,46300,,,45800,45800,,,,,,,,,,,,,,,42400,42900,,81500,,82000,,,,,,,,,42400,,42400,,,41900,,T0000085,SD
flat,0.0849,43400,43400,42900,42900,42900,42400,42400,42400,41900,41900,41900,41900,41900,41900,42400,42400,41900,,,,,,,,,,,,,,,,42900,43400,42900,43400,43400,,42900,,43400,42900,42900,42900,42900,42400,42900,42900,42900,,T0000085,SD
flat-z,0.1576,42900,42900,42400,42400,41900,41900,41900,41900,41500,41500,41900,41900,,,43900,,,,,,,,47300,,,,,,,,,,,48300,,,,,,,,,,,,,,46800,43400,42400,T0000085,SD
flat-mz,0.0732,,,,,,,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46800,46300,46300,,,,,,,,,,,,,,,,,43900,,43400,,,46800,46800,46800,46800,46800,46800,47300,,T0000085,SD
,0.0583,,,,,,,53200,53700,53700,53700,53200,53200,52700,52200,52200,51700,51700,51700,51200,50200,50200,,42900,42900,42900,42900,42900,43400,43400,43400,43400,43900,43900,43900,43900,43900,44400,44400,43900,43900,43900,43900,43400,43400,43400,43400,43900,43900,,,T0000085,SD
flat,0.0343,,,,43400,42900,42900,42900,43400,43400,43400,43400,43400,42900,43400,42900,43400,42900,42900,42900,42400,,,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,T0000085,SD
flat,0.0215,45800,45800,,45800,45800,45800,45800,45400,45400,,,,,,,,,,45800,45400,45400,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,,,,,,,T0000085,SD
flat,0.0399,51200,,,,50700,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,50700,51200,50700,51200,50700,51200,50700,50700,50700,50700,51200,50700,50700,,,,,51200,51200,51700,51700,51700,51700,51700,51700,52200,,T0000085,SD
flat,0.1034,42400,42400,42400,42400,42400,41900,41900,41900,41500,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,40500,41000,41000,T0000085,SD
flat,0.2836,42400,41500,41000,40500,40000,40000,39500,39500,39000,39000,39000,39500,39500,39500,39500,39500,39500,39500,,,,,,,,,,,39000,,,39500,,41500,41500,41500,41000,41000,40500,40500,40500,40500,40500,40500,40500,40500,40000,40000,40500,41000,T0000085,SD
flat,0.0977,40000,40000,40000,40000,40000,40000,40500,40500,40500,40500,40500,40000,40500,40000,40000,40000,40500,40000,40000,40500,40500,40500,40000,40000,40500,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,39500,39500,39500,39500,40000,40000,40500,41500,T0000085,SD
flat,0.0926,,40500,40500,40500,40500,40500,40500,40500,40000,40500,40500,40500,40000,40000,40000,40000,40000,40000,40000,39500,39500,40000,40500,39500,40500,39500,39500,81500,80500,81000,81000,80500,81000,,,39000,81000,,,,,,,,,,,82000,,,T0000085,SD
flat,0.0332,,41900,41900,41900,41900,41900,41500,41500,,,,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41500,41900,41900,41900,41500,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42900,,T0000085,SD
flat,0.0481,44400,,43400,43900,43900,42900,42900,42900,42400,42400,42400,42400,42400,41900,41900,41900,41900,41500,41500,41500,41500,41500,41500,,,,,,,40500,,40500,40500,41000,41000,40500,41000,,40500,41000,41000,41000,41000,41900,41500,41900,41500,41900,,,T0000085,SD
flat-z,0.1372,52700,52200,52200,51700,51200,50700,50200,49300,49300,48800,,48300,48300,47800,47800,47300,47300,47300,47300,47300,47300,47300,47800,48300,48800,,,,,,43400,43400,42900,42400,41900,41500,41000,,,40000,,39500,39000,39000,,,,39000,39000,,T0000085,SD
flat-z,0.0839,,50200,50200,50200,49800,49800,49300,48300,47800,47800,47300,47300,46800,,,,,,43400,43400,43400,42900,42400,42400,42400,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42400,42900,42900,42900,43400,42900,T0000085,SD
flat-z,0.0808,,43400,43400,43400,43400,,,,,,,43400,43400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.1187,,,,,,,,,,,,,,,,,,,,,40000,,40000,40000,,40000,,,,,,40000,40000,40000,40000,40000,,,,,,,,39500,,,,,,,T0000085,SD
flat,0.1873,,,40500,40500,,,,,,,,,,,,,,,,,,,,,,,,,,83000,,,18000,,,,,,,,,,,23400,,,,,,,T0000085,SD
flat,0.0742,,,40500,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.132,,,,,,,,,,,,,,,,,,,,,,,,41500,41000,41000,41000,41000,,40500,41000,41000,,,40000,40000,,,,,,,,40000,40500,,,,,,T0000085,SD
flat,0.1192,,,43400,43400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40500,,,,T0000085,SD
flat,0.0399,,,40500,,,,,,,,,40500,40500,41500,41000,,,,41000,41000,,,,,,,41000,41000,,,,41000,,,,,,,,41000,,,,,,,,,,,T0000085,SD
flat,0.0788,,,42400,42400,42400,42400,,,,42400,42400,42400,42400,42400,42400,42400,41900,41900,,41500,41500,41500,,,,,,,41500,,,,,,41900,,41500,,,,,,,,,,,,,,T0000085,SD
flat,0.0645,45400,45400,45800,45800,45800,45800,,,44900,44900,44900,44400,44400,44400,43900,43900,43400,43400,43400,42900,42900,42400,42400,41900,41900,41900,41900,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0353,,,,,52700,52200,52700,52700,52200,52200,52200,,52200,52700,52700,52700,52700,52700,,,,,,53200,,54600,54100,54100,54100,54100,54600,54600,54600,54600,54600,55100,54600,55100,55100,55600,,54600,54600,55100,54600,,,,,,T0000085,SD
flat-z,0.0962,,,42400,,,,,43900,43900,,46800,47300,47300,47300,47300,47300,,,,,,,47800,47300,47300,47800,47300,,46800,,46800,47300,,,,,,,45800,46300,46300,45800,46800,46300,45800,,,,,,T0000085,SD
flat-z,0.1443,,,48800,48300,,,,,,,,,,,,,,,,40500,40000,,39500,,41900,,40000,39500,39500,,,39500,40000,40000,40000,40000,40000,,,,,,,,,,,,,,T0000085,SD
flat-z,0.0404,,,,,,,,42400,42400,,42900,43400,42900,42900,42400,,,,,,,,42900,,,,,,,,,,,,,,,,,,48300,48300,48800,,48300,48300,48300,48300,,,T0000085,SD
flat,0.0829,,43900,43900,43900,43400,43400,43400,42900,43400,42900,,,41900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000,41000,41500,,41500,,,T0000085,SD
flat,0.214,,,43900,43900,43400,42900,,,,,,,,,,,41500,,,,,,,,,,,,,,,,42400,42400,,,,,,,,,,,,,51700,,51200,,T0000085,SD
flat,0.0834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44400,44400,44400,44400,44400,44900,,44900,44900,,T0000085,SD
flat,0.132,,,,,,,,,,,,42900,42400,,,,,,,,,,,,,,,,,,,,,,,42400,42900,42900,43400,42900,42900,43400,42900,42900,42900,42900,42900,42400,42400,42400,T0000085,SD
flat,0.0199,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,43900,44400,43900,43900,43900,43900,43900,43900,43900,43400,43900,43400,43400,43400,43400,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,,,,,,,,,T0000085,SD
flat,0.0168,,,,,,,,,,,,,,,,,,,,,,,,42400,,,,42900,42900,41900,41900,41900,41900,42400,42400,,41900,41900,41900,,,41900,,,,,,,,,T0000085,SD
flat,0.0225,,,,,,,41500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.1361,,,,,,,,,,,,,,,,,,,,,,,,,,,40500,,,,40000,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0389,42900,42900,,,,,42900,,,42400,,,,,,,,42400,42900,,,,,,,,,,,,,42400,41900,,,,,41500,41500,,,41500,41500,41500,41500,41500,41500,,,,T0000085,SD
flat,0.2094,,41500,41000,41000,41000,40500,,40500,,,,40500,,41000,41000,41500,41500,,,41500,41000,41000,41000,40500,40000,40000,39500,39500,39000,,,39000,39000,39000,39500,39500,39500,39500,39500,39000,39000,,,,,,42900,43400,43900,43900,T0000085,SD
flat,0.1264,,,,,,,,39000,38500,38500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38500,38500,,,,,,,38000,38000,,,,T0000085,SD
flat,0.0276,,,,,,,,,39500,,,,,39000,39000,39000,39000,39500,39000,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0609,,,,,,,,,,50700,50700,,50700,51200,51200,51200,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,50700,51200,51200,51200,51200,51200,51200,,,,,,51700,51200,51200,51700,51700,51700,51700,51700,,T0000085,SD
flat,0.0552,,,,,,,,,,,,,,,,38500,,,,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38000,T0000085,SD
flat,0.0742,,,,,,43400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43400,,43400,,T0000085,SD
flat,0.0691,,,,,,,,,,,45400,45400,45400,45800,45400,45400,45400,45400,45400,44900,44900,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46800,46800,46800,47300,47300,46800,T0000085,SD
flat,0.0737,42900,,42400,,41900,41900,41500,41500,41500,41000,41000,,40500,40000,,39500,39500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0168,,,43400,44400,44400,43900,43900,43900,43400,43900,43900,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,41900,,,,,,,,,T0000085,SD
flat,0.0716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42900,42400,,42400,,,,,,,,,,,,,,,T0000085,SD
flat,0.0384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51700,52700,52700,52200,52200,51700,51700,51700,51700,51700,52200,52200,,51200,,50700,51200,51200,50700,50700,,,T0000085,SD
flat,0.1244,,,,41000,,,,,,,41500,,41500,41900,,,82500,,,,,83400,83400,,,,,,,41500,41900,41900,41500,,41500,41000,41000,,,,,,,,,,,,,,T0000085,SD
flat,0.108,,,,,,,,,,,,,,40000,,40000,40000,,40000,,40000,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500,41500,41500,41500,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78100,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.1064,,,,,,,,,,,,,,,,,,,,,40500,40500,40500,40500,,,,,,,,,,,,,79500,,,,,,,,,,,,,,T0000085,SD
flat,0.0133,52700,52700,52700,52700,52700,52700,53200,53200,53200,53200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,51700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50700,21900,T0000085,SD
flat-z,0.0209,,,,42400,42400,42400,42400,42400,42400,41900,42400,42900,42400,42400,42400,,,42900,42400,42400,42400,42900,42900,42900,42900,42900,43400,42900,43400,,,,,,,,,,,,,46300,47300,47300,47300,46800,46800,,,45400,T0000085,SD
short-su,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,72700,72700,72700,72700,72700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,74200,74200,74200,74200,74200,73700,73700,73700,73700,73700,T0000085,SD
flat,0.0271,,,78100,78100,78100,,,,,,,77600,77600,77600,77600,78100,78100,78100,78100,78100,77600,78100,77600,77600,77600,,,,,,,,,77600,77100,77100,,,,,,,,,,,,,,,T0000085,SD
inverted-u,0.0133,48800,48800,49800,49800,49300,49300,49800,49800,50200,50200,50700,50700,50700,50700,51200,51200,51700,,,52200,52200,52700,52700,,,,,,,,,,,,,,,,54600,54600,54100,54100,54100,54100,54100,54100,,,,,T0000085,SD
flat,0.0926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77600,77600,77600,77600,,,77600,77600,,,,77600,,,,,,,T0000085,SD
flat,0.1356,,,,,,,,,,,,,,,,,,,,,,42400,41900,42400,,41900,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49800,49300,49800,49800,,,50200,,,50200,,,,,51200,,,,,,T0000085,SD
flat,0.0675,,43900,43900,,,,43400,42900,42900,,,42400,42400,42400,42400,41900,41900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41900,41900,,42900,42400,T0000085,SD
flat,0.0501,,43900,43900,43900,,,43400,,42900,,42900,42400,42400,42400,41900,42400,42400,41900,41900,41900,41900,41900,41900,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat-z,0.1326,,50700,51700,51200,,51200,51200,51200,51200,51200,,50700,50700,50700,50700,50700,51200,51200,51200,51200,51700,51700,51700,51700,51700,52200,52200,52200,52200,52200,52200,51700,51700,51700,51700,51200,51200,51200,51200,51200,50700,50700,44900,44900,44400,44400,43900,43900,43900,,T0000085,SD
flat,0.1797,41900,42400,42400,42900,42900,42900,43400,43400,43400,43400,43400,42900,42900,42400,41900,41900,41500,41900,41900,41900,41900,83900,84400,41900,41900,42400,42400,42400,41900,42400,41900,41900,41900,41900,41900,41900,41900,41900,,,,,42400,42900,42400,42900,42900,,,,T0000085,SD
flat-z,0.1254,52700,52700,52700,52700,52200,52700,52200,52200,51700,51700,51200,51200,50700,50700,50200,50200,49800,49800,49300,44400,43900,43900,43400,43400,42900,42900,42400,42400,41900,41900,41900,41900,41900,41900,41900,41900,42400,42400,42400,42400,42900,42400,42900,42900,42900,43400,43900,43900,,,T0000085,SD
flat,0.0209,,,,,,,,,,,,,,,,,,51200,,,,,,,,,51200,51200,,,,,,,51700,52200,52200,52200,52200,52200,52200,,,,,,,52700,,,T0000085,SD
flat-z,0.087,48800,,,,,47800,47800,47800,47300,46800,46800,46800,46300,44900,44400,44400,43900,43900,43400,43400,43400,42900,42900,43400,43400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,41900,,T0000085,SD
flat,0.0972,,43900,43400,43900,44400,44400,43900,44400,43900,43900,43900,43900,43400,43400,43400,,,42900,,42900,42900,,,,,,,,,,,42400,,,42400,42400,,42400,42900,42400,42900,42900,42400,42900,42900,43400,42900,42900,,,T0000085,SD
flat,0.0578,,43400,,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,43900,43900,43900,43900,43400,43400,43400,43400,,43900,43400,43400,43400,43900,44400,43900,43900,43900,44400,44400,44400,44400,44900,44900,44900,45400,45400,45400,45400,45400,45400,45400,T0000085,SD
flat,0.0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.0609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,,40000,40000,40000,40000,40500,40000,40500,40000,40000,,,80500,,,,,T0000085,SD
flat,0.0675,42400,42900,42900,43400,42900,42900,42900,42900,42900,42400,42400,42400,42400,41900,41900,41900,41900,41500,41500,41000,41500,41000,40500,40500,40500,,,,40000,,,40000,,,,,,,,,,,,,,,,,,,T0000085,SD
flat,0.1228,,,41500,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,41900,42400,41900,41900,41900,41900,41900,41900,41900,41900,41500,41500,41500,41500,41000,41000,41000,41000,41000,41000,41000,40500,41000,40500,40500,40500,40500,40500,40500,40500,40500,81000,40500,,T0000085,SD
flat,0.0885,,,,,40500,41000,41000,41000,40500,,,,40500,40500,,,,41000,40000,40500,,,,,,,,,,,,78100,,,,,,,76600,38500,,,,,37100,38000,,,,,T0000085,SD
